[0;31m  ***   Warning: new maximum stack size = 8000000000 (7629.395 Mbytes).[0m
NROWS degz>=3: 227

t|aesz|cluster|degz|lam1|lam2|ratio|l1simple|l1real|l2real|chipoly
116|207|4.4.38|4|-89531.3892067201467820569392329979580336015275720649903262571 + 0.E-77*I|53248.0000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.594741134609840861020559089104847274614223251182830625327816|1|1|1|x^4 - 17152*x^3 - 6696206336*x^2 + 255108172480512*x - 47569271064100864
117|208|4.5.29|5|282.185591271000458693927935103118618855004773662703094769554 + 0.E-77*I|10.8571428571428571428571428571428571428571428571428571428571 + 0.E-77*I|0.0384751851015527732314388761615471448157469870632156243063423|1|1|1|49*x^5 - 14784*x^4 + 273120*x^3 - 852992*x^2 - 5783296*x + 11829248
118|209|4.5.30|5|219.854780393530978271671328656413127892397359117261183671260 + 0.E-77*I|1.88235294117647058823529411764705882352941176470588235294118 + 0.E-77*I|0.00856180128449850648222860877304737682709574408268691280749452|1|1|1|289*x^5 - 64668*x^4 + 249632*x^3 - 264720*x^2 + 50176*x - 16384
119|210|4.4.39|4|-543.529003975634249369924235048262031085377000072374030049923 + 0.E-77*I|-3.20000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.00588745030457188287594706189672461143278749909532462437596863|1|1|1|25*x^4 + 13760*x^3 + 93696*x^2 + 180224*x + 65536
120|211|4.4.40|4|-8696.46406361014798991878776077219249736603200115798448079876 + 0.E-77*I|-1280.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.147186257614297071898676547418115285819687477383115609399216|1|1|1|x^4 + 11264*x^3 + 23986176*x^2 + 14428405760*x + 107374182400
121|212|4.5.31|5|-44.3606797749978969640917366873127623544061835961152572427090 + 0.E-77*I|4.00000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.0901699437494742410229341718281905886015458990288143106772431|1|1|1|49*x^5 + 1876*x^4 - 12732*x^3 + 20704*x^2 - 12288*x + 2304
122|213|4.8.20|8|78.5146500332473620980873100795173934354496495374420704524599 + 0.E-77*I|-4.00000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.0509459062519693204698176185670702861535645643001659012961146|1|1|1|289*x^8 - 21998*x^7 - 57748*x^6 + 258456*x^5 + 415360*x^4 - 449280*x^3 - 975360*x^2 - 663552*x - 294912
123|215|4.5.32|5|373.019335983756166246616156698841354056918000048249353366615 + 0.E-77*I|-21.3333333333333333333333333333333333333333333333333333333333 + 0.E-77*I|0.0571909584179366341322075171935346142868854164153679512155468|1|1|1|9*x^5 - 3216*x^4 - 57344*x^3 + 1703936*x^2 + 16777216*x - 268435456
124|216|4.5.33|5|108.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-36.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.333333333333333333333333333333333333333333333333333333333333|1|1|1|x^5 - 81*x^4 - 3888*x^3 + 90396*x^2 + 1889568*x - 34012224
125|217|4.5.34|5|48.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-27.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.562500000000000000000000000000000000000000000000000000000000|1|1|1|49*x^5 + 91*x^4 - 81072*x^3 - 1567296*x^2 - 7907328*x - 11943936
126|218|4.5.35|5|162.739847792620755422168122661689309504704087266450993064766 + 0.E-77*I|2.63007610368962228891593866915534524764795636677450346761700 + 1.02290277831496056882151517891135296772655215710999213859197*I|0.0173405010656641905994718710594698376946303858804468393750504|1|1|0|49*x^5 - 8064*x^4 + 14256*x^3 + 57456*x^2 - 93312*x - 186624
127|219|4.5.36|5|232.707658144959165133976136588422810419881978274347405220018 + 0.E-77*I|-16.7076581449591651339761365884228104198819782743474052200181 + 0.E-77*I|0.0717967697244908258902146339765105322287789847584774877767721|1|1|1|25*x^5 - 4640*x^4 - 254304*x^3 - 4458240*x^2 - 31912704*x - 80621568
128|220|4.4.41|4|512.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-64.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.125000000000000000000000000000000000000000000000000000000000|1|1|1|x^4 - 320*x^3 - 86016*x^2 - 6029312*x - 134217728
129|221|4.5.37|5|432.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-38.4000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.0888888888888888888888888888888888888888888888888888888888889|1|1|1|25*x^5 - 8080*x^4 - 1070336*x^3 - 43560960*x^2 - 712507392*x - 4076863488
130|222|4.4.42|4|158.639193453250344020445951327338964141253580247027321077165 + 0.E-77*I|-51.6391934532503440204459513273389641412535802470273210771652 + 0.E-77*I|0.325513464416774071022007227535977885362044300972665606047770|1|1|1|25*x^4 - 2035*x^3 - 269184*x^2 - 5681152*x - 33554432
131|223|4.5.38|5|-18.0000000000000000000000000000000000000000000000000000000000 + 116.189500386222506555377961993471988324987651158747724797627*I|-18.0000000000000000000000000000000000000000000000000000000000 - 116.189500386222506555377961993471988324987651158747724797627*I|1.00000000000000000000000000000000000000000000000000000000000|0|0|0|x^5 + 288*x^4 + 42336*x^3 + 4603392*x^2 + 283855104*x + 5804752896
132|224|4.5.39|5|128.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|35.2000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.275000000000000000000000000000000000000000000000000000000000|1|1|1|25*x^5 - 5285*x^4 + 323936*x^3 - 7931136*x^2 + 84344832*x - 507510784
133|225|4.4.43|4|-163840.000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-163840.000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^4 + 355072*x^3 + 35282485248*x^2 + 559376540631040*x - 14411518807585587200
134|226|4.5.40|5|108.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|16.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.148148148148148148148148148148148148148148148148148148148148|1|1|1|25*x^5 - 3280*x^4 + 64224*x^3 - 152064*x^2 - 2025216*x - 2985984
135|227|4.3.2|3|-1728.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-1728.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^3 + 4752*x^2 + 7464960*x + 3869835264
136|228|4.3.3|3|-256.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-256.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^3 + 704*x^2 + 163840*x + 12582912
137|230|4.5.41|5|-1026.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-1026.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^5 + 2835*x^4 + 2904336*x^3 + 1367181180*x^2 + 340564398912*x + 42434194857984
138|231|4.5.42|5|256.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-213.333333333333333333333333333333333333333333333333333333333 + 0.E-77*I|0.833333333333333333333333333333333333333333333333333333333333|1|1|1|9*x^5 - 336*x^4 - 598016*x^3 + 64749568*x^2 + 3019898880*x - 3435973836800
139|232|4.4.44|4|512.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-27.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.0527343750000000000000000000000000000000000000000000000000000|1|1|1|25*x^4 - 13085*x^3 + 129216*x^2 + 8801280*x - 127401984
140|233|4.4.45|4|512.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|432.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.843750000000000000000000000000000000000000000000000000000000|1|1|1|x^4 - 1328*x^3 + 620544*x^2 - 119734272*x + 8153726976
141|234|4.5.43|5|64.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-36.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.562500000000000000000000000000000000000000000000000000000000|1|1|1|49*x^5 - 2688*x^4 - 70432*x^3 + 2921472*x^2 - 14245632*x - 107495424
142|237|4.4.46|4|864.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-96.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.111111111111111111111111111111111111111111111111111111111111|1|1|1|x^4 - 736*x^3 - 113664*x^2 + 2064384*x + 509607936
143|239|4.4.47|4|3456.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-1728.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.500000000000000000000000000000000000000000000000000000000000|1|1|1|x^4 + 432*x^3 - 8957952*x^2 - 14189395968*x - 4458050224128
144|240|4.5.44|5|128.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-14.7692307692307692307692307692307692307692307692307692307692 + 0.E-77*I|0.115384615384615384615384615384615384615384615384615384615385|1|1|1|169*x^5 - 18837*x^4 - 364160*x^3 + 978944*x^2 - 15728640*x - 603979776
145|241|4.4.48|4|1728.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|384.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.222222222222222222222222222222222222222222222222222222222222|1|1|1|x^4 - 2432*x^3 + 1314816*x^2 - 160432128*x - 16307453952
146|242|4.5.45|5|-144.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-108.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.750000000000000000000000000000000000000000000000000000000000|1|1|1|x^5 + 432*x^4 + 69984*x^3 + 5225472*x^2 + 176359680*x + 2176782336
147|243|4.5.46|5|-289.197085465293636411944143545427419219101408484264295557176 + 0.E-77*I|-3.00000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.0103735485272033564352205791053754972366581571457756417076658|1|1|1|x^5 + 295*x^4 + 1686*x^3 + 2258*x^2 - 519*x - 9
